"condition","responded","yes","dem","rep","lean_dem","lean_rep","dem_condition","rep_condition","neutral_condition","copart_condition","counterpart_condition","strong_dem","strong_rep","strong_part","age","race_fixed","educ_fixed","gender"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,50,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,72,"White","Some College","Female"
"Republican campaigns",1,1,1,0,0,0,0,1,0,0,1,1,0,1,52,"White","High School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,79,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,20,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,72,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,50,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,69,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,70,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,79,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,56,"White","College","Female"
"Democratic campaigns",1,1,1,0,0,0,1,0,0,1,0,1,0,1,53,"Other","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,53,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,47,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,0,0,0,1,0,0,0,0,0,72,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,63,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,61,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,48,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,75,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,65,"White","College","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,66,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,59,"Other","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,76,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,62,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,35,"Other","Grad School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,77,"White","College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,69,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,54,"Other","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,68,"White","High School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,74,"White","Some College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,50,"White","High School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,29,"Hispanic","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,60,"White","College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,63,"White","College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,61,"Black","Some College","Male"
"Democratic campaigns",0,0,0,1,0,0,1,0,0,0,1,0,0,0,47,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,61,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,38,"White","College","Female"
"Democratic campaigns",0,0,0,1,0,1,1,0,0,0,1,0,0,0,43,"White","High School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,55,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,73,"White","Grad School","Female"
"volunteers of a non-profit organization",1,0,1,0,0,0,0,0,1,0,0,0,0,0,57,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,74,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,68,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,60,"White","Some Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,67,"White","College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,52,"Asian","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,71,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,48,"White","College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,61,"White","Some Grad School","Male"
"volunteers of a non-profit organization",0,0,0,1,0,0,0,0,1,0,0,0,0,0,42,"Hispanic","Some Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,74,"White","High School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,48,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,62,"White","Some College","Female"
"Democratic campaigns",0,0,0,1,0,1,1,0,0,0,1,0,0,0,54,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,62,"White","Some Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,74,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,69,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,NA,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,53,"White","College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,43,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,48,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,70,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,51,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,15,"Asian","< High School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,68,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,30,"Other","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,21,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,56,"Other","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,69,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,65,"White","College","Female"
"Democratic campaigns",1,1,1,0,0,0,1,0,0,1,0,1,0,1,26,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,52,"White","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,47,"Other","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,63,"White","College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,65,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,80,"White","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,62,"White","High School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,40,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,78,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,68,"White","High School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,58,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,74,"White","Some Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,65,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,49,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,67,"Other","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,84,"White","Some Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,68,"White","Some Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,75,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,79,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,59,"White","College","Female"
"Democratic campaigns",1,1,1,0,0,0,1,0,0,1,0,1,0,1,53,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,72,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,66,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,38,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,52,"White","College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,66,"White","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,69,"Other","College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,71,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,65,"Asian","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,75,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,58,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,61,"White","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,70,"Hispanic","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,77,"White","Some College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,56,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,45,"White","College","Female"
"Democratic campaigns",0,0,0,1,0,0,1,0,0,0,1,0,1,1,65,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,56,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,60,"White","Some Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,89,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,78,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,57,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,69,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,62,"Other","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,64,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,NA,"White","College","Female"
"Republican campaigns",1,1,1,0,1,0,0,1,0,0,1,0,0,0,32,"Other","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,37,"Other","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,66,"White","Some College","Male"
"Democratic campaigns",1,1,1,0,0,0,1,0,0,1,0,1,0,1,60,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,75,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,NA,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,75,"Asian","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,66,"White","High School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,54,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,63,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,78,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,67,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,70,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,60,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,NA,"White","Some Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,44,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,61,"Other","College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,45,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,65,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,56,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,56,"White","High School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,56,"Asian","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,64,"White","Some College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,70,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,NA,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,60,"White","Some Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,47,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,65,"Black","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,74,"Other","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,38,"Black","High School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,41,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,82,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,64,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,68,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,68,"Asian","Grad School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,75,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,68,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,74,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,56,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,64,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,65,"White","Some Grad School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,60,"Hispanic","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,64,"White","College","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,71,"White","Some Grad School","Female"
"Democratic campaigns",0,0,0,1,0,1,1,0,0,0,1,0,0,0,61,"Other","Some College","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,62,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,67,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,32,"Other","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,51,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,72,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,68,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,69,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,NA,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,61,"White","College","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,24,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,78,"White","Some College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,49,"White","Grad School","Female"
"Democratic campaigns",1,1,1,0,0,0,1,0,0,1,0,1,0,1,67,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,56,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,71,"Other","College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,81,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,79,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,63,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,83,"White","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,40,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,68,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,72,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,75,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,63,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,29,"White","College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,81,"Hispanic","College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,66,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,70,"Other","Some College","Male"
"Republican campaigns",0,0,0,1,0,1,0,1,0,1,0,0,0,0,61,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,63,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,62,"Hispanic","Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,56,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,57,"White","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,40,"Other","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,59,"White","Some College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,66,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,60,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,60,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,44,"White","Trade School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,81,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,17,"White","< High School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,63,"White","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,66,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,50,"White","College","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,59,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,60,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,46,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,76,"White","Some College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,63,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,35,"Native American","College","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,62,"White","Trade School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,46,"Other","Grad School","Female"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,61,"White","Some College","Female"
"Republican campaigns",0,0,0,1,0,0,0,1,0,1,0,0,0,0,47,"Hispanic","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,88,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,29,"Black","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,82,"White","Some College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,63,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,56,"White","College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,68,"Other","High School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,66,"White","Trade School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,73,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,72,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,60,"Hispanic","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,70,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,68,"White","Some Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,66,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,0,0,0,NA,"Native American",NA,"Female"
"volunteers of a non-profit organization",1,1,1,0,1,0,0,0,1,0,0,0,0,0,72,"White","Some College","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,52,"Other","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,0,0,0,62,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,0,1,0,1,0,0,1,0,0,0,0,0,60,"Other","Some College","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,52,"White","Some College","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,68,"White","Grad School","Female"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,80,"White","Grad School","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,61,"White","High School","Male"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,67,"White","Some College","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,61,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,58,"White","College","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,59,"White","College","Male"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,50,"White","Trade School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,78,"White","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,75,"White","High School","Female"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,1,0,1,79,"White","Grad School","Male"
"Democratic campaigns",1,1,1,0,0,0,1,0,0,1,0,1,0,1,62,"Hispanic","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,69,"Hispanic","Grad School","Female"
"volunteers of a non-profit organization",0,0,1,0,1,0,0,0,1,0,0,0,0,0,71,"Other","Grad School","Male"
"Democratic campaigns",0,0,1,0,1,0,1,0,0,1,0,0,0,0,62,"Other","Grad School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,74,"White","Grad School","Male"
"Republican campaigns",0,0,1,0,0,0,0,1,0,0,1,0,0,0,68,"White","Grad School","Female"
"Democratic campaigns",0,0,1,0,0,0,1,0,0,1,0,1,0,1,58,"White","Some Grad School","Male"
"Republican campaigns",0,0,1,0,1,0,0,1,0,0,1,0,0,0,57,"White","Grad School","Male"
"volunteers of a non-profit organization",0,0,1,0,0,0,0,0,1,0,0,1,0,1,63,"Other","Some College","Male"
"Democratic campaigns",0,0,0,1,0,0,1,0,0,0,1,0,1,1,60,"White","Grad School","Female"
"Democratic campaigns",0,0,0,1,0,1,1,0,0,0,1,0,0,0,67,"White","Grad School","Male"
